deweyClass,bibNumber,title,DATE(cout),COUNT(bibNumber)
133.422,2440864,Satanism,2007-09-28,43
136.7973,4886,"Children of Resurrection City",2007-10-04,2
133.52,2451901,"Van hÃ‚Â¢a ve 12 con giÃ‚Â p cua Trung Quoc",2007-10-04,44
133.423,2445458,"dead travel fast stalking vampires from Nosferatu to Count Chocula",2007-10-05,81
133.2548,2451548,"Simply crystals",2007-10-05,68
130,86501,"What Freud really said",2007-10-08,3
136.711,708909,"Youth the years from ten to sixteen",2007-10-10,4
133.5,2451455,"Planets in play how to reimagine your life through the language of astrology",2007-10-10,53
136.72,88538,"Children and adolescents interpretive essays on Jean Piaget",2007-10-11,4
133.5,535450,"Zhongguo min li gong yuan 1989 nian sui ci ji si",2007-10-17,2
131,45957,"Born to heal the astonishing story of Mr A and the ancient art of healing with life energies",2007-10-18,5
133.43097,2447143,"devil of Great Island witchcraft and conflict in early New England",2007-10-20,19
133.53,728075,"Delineation with astrodynes",2007-11-01,5
133.93,2455677,"astonishing power of emotions let your feelings be your guide",2007-11-01,342
133.43,2455705,"Magical Christianity the power of symbols for spiritual renewal",2007-11-01,35
133.32424,2455688,"complete idiots guide to tarot spreads illustrated",2007-11-02,78
136.71,67152,"magic years understanding and handling the problems of early childhood",2007-11-02,14
133.3,145976,"Henry Gross and his dowsing rod",2007-11-02,2
136.53,241490,"Look eleven years younger",2007-11-04,5
133.43,2464750,"study of witchcraft a guidebook to advanced Wicca",2007-11-07,83
130,2453912,"Modern man in search of a soul",2007-11-07,102
136.711,186898,"Letters to a teen age son",2007-11-08,2
137.8,171593,"analysis of fantasy the thematic apperception technique in the study of personality",2007-11-08,5
133.1,1818486,"Haunted hangouts",2007-11-12,1
133.2548,2461042,"book of stones who they are what they teach",2007-11-13,165
133,303936,"Borderlands of science",2007-11-14,1
136.7,279896,"Father of the man how your child gets his personality",2007-11-14,2
136.73,278031,"Children of bondage the personality development of Negro youth in the urban South",2007-11-14,2
133.91092,2462115,"Secrets of the monarch what the dead can teach us about living a better life",2007-11-14,135
133.409,1308393,"witchcraft delusion in colonial Connecticut 1647 1697",2007-11-15,8
131.32,2461459,"guide to rational living",2007-11-17,226
133.58646,2449318,"Star guide to guys how to live happily with him or without him",2007-11-19,53
137.7,76271,"Handwriting analysis for the millions",2007-11-20,6
136.74,33648,"Prejudice in children",2007-11-20,2
132,250547,"All but me and thee psychiatry at the foxhole level",2007-11-20,1
130,2456586,"Adventures in paranormal investigation",2007-11-20,68
132.1,789673,"Murals of the mind image of a psychiatric community",2007-11-24,2
131.32,24435,"Free to be good or bad",2007-11-26,3
137.7,283974,"Your doodles and what they mean to you",2007-12-04,19
132,240430,"anatomy of melancholy now for the first time with the Latin completely given in translation and embodied in an all English text",2007-12-07,8
133.6,2468452,"BÃ‚Â¡ an bÃ¢Â€Â¦n tay phuong phÃ‚Â p chan doÃ‚Â n vÃ¢Â€Â¦ dieu duong benh",2007-12-08,57
133.91092,2468029,"When ghosts speak understanding the world of earthbound spirits",2007-12-09,118
133.1,1109842,"Phantom encounters",2007-12-12,6
133.43,2451478,"temple of high witchcraft ceremonies spheres and the witches qabalah",2007-12-12,103
133.3,2460785,"mystery of 2012 predictions prophecies possibilities",2007-12-12,193
133.8083,2471121,"Psychic children revealing the intuitive gifts and hidden abilities of boys and girls",2007-12-22,27
133.58306,2091073,"Astrology of intimacy sexuality relationship insights to wholeness",2007-12-29,31
131.32,282679,"Key concepts in psychotherapy",2007-12-29,7
133.3337,2471534,"Make this your lucky day fun and easy Feng Shui secrets to success romance health and harmony",2007-12-31,169
133.6,2472528,"LifePrints deciphering your life purpose from your fingerprints",2008-01-03,93
133.58158,2472817,"Cosmic love secrets of the astrology of intimacy revealed",2008-01-03,117
133.3337,2472566,"Lillian Toos 168 feng shui ways to energize your life",2008-01-04,234
131,2471533,"Luck understanding luck and improving the odds",2008-01-04,87
133.9013,940913,"Encounters with the past how man can experience and relive history",2008-01-10,3
136.71,73199,"Twins and twin relations",2008-01-15,1
133.40942,474222,"tree the complete book of Saxon witchcraft",2008-01-15,2
133.4,1122320,"Book of pagan rituals",2008-01-15,1
133.93,1715454,"stone of the plough the search for the secret of Giza",2008-01-16,1
133.10979,2476947,"Ghosts of Seattle",2008-01-17,516
131,2471495,"Discover your inner wisdom using intuition logic and common sense to make your best choices",2008-01-17,82
133.5,348337,"Science and astrology",2008-01-18,1
139,746444,"Descriptive mentality from the head face and hand",2008-01-19,7
139,21701,"Phrenology a practical guide to your head",2008-01-20,16
131,1882690,"Karma destiny and your career",2008-01-26,9
131,55553,"Loneliness and love",2008-01-27,10
133.52,193447,"Fixed stars and degrees of the zodiac analyzed",2008-01-29,1
133.54,559835,"key to your own nativity analytical readings of every position in a nativity based on scientific principles",2008-02-05,1
135.45,2477860,"secret source the law of attraction is one of seven hermetic laws Here are the other six",2008-02-05,126
133,1646195,"kaleidoscope of crystals update the reference book describing the metaphysical properties of the mineral kingdom",2008-02-07,21
133.3092,1893866,"Conversations with Nostradamus his prophecies explained",2008-02-08,53
139,273773,"Phrenology fad and science a 19th century American crusade",2008-02-12,7
136.76,9039,"child called Noah a family journey",2008-02-16,4
133.335,2450299,"Contando con tu alma",2008-02-20,9
133.54,715781,"Astrology in action",2008-02-22,1
135.4,530113,"Ancient wisdom and secret sects",2008-02-22,2
133.43,1818502,"Magic and magicians",2008-02-25,5
136.78,288262,"Youth work programs problems and policies",2008-02-26,3
133.91092,2477496,"Secrets of the monarch what the dead can teach us about living a better life",2008-02-26,10
130,340042,"inner world of man",2008-02-27,2
133.9013,2480061,"big book of near death experiences the ultimate guide to what happens when we die",2008-02-28,112
133.43,2473547,"On becoming an alchemist a guide for the modern magician",2008-02-29,112
133.1,67241,"Things that go bump in the night",2008-02-29,6
133.9013,2480062,"Temples on the other side how wisdom from Beyond the veil can help you right now",2008-02-29,116
132.1,42045,"From sad to glad Kline on depression",2008-03-02,2
133.43097,2463175,"Salem witch trials",2008-03-02,72
133.58646,2477844,"ex boyfriend book a zodiac guide to your former flames",2008-03-03,83
133.58232,2472776,"gospel and the zodiac the secret truth about Jesus",2008-03-04,90
133.7,183640,"spoor of spooks and other nonsense",2008-03-12,3
133.892,2484574,"Love colors a new approach to love relationships and auras",2008-03-20,86
133.32424,1983073,tarot,2008-03-22,4
135.3,2485809,"10000 dreams interpreted a dictionary of dreams",2008-03-24,120
136.71,232533,"Your child steps out launching your preschooler",2008-03-26,1
133.5,2485811,"Rock your stars your astrological guide to getting it all",2008-03-26,89
133.103,2483224,"encyclopedia of ghosts and spirits",2008-03-31,55
133.8,2485948,"time has come to accept your intuitive gifts",2008-04-01,98
133.333,1938211,"Feng shui introducciÃ‚Â¢n a la tradiciÃ‚Â¢n y sus beneficios",2008-04-01,3
133.309,1288702,"world atlas of divination the systems where they originate how they work",2008-04-02,1
133.6,2485816,"Lovers guide to palmistry finding love in the palm of your hand",2008-04-02,61
133.6,2487248,"Xem tay biet suc khoe nhan biet tÃ‚Â¡nh cÃ‚Â ch du bÃ‚Â o tuong lai",2008-04-03,68
133.8,2486865,"Discover your psychic type developing and using your natural intuition",2008-04-04,152
133,1878283,"Paranormal powers",2008-04-06,6
131,2490174,"master key system",2008-04-09,109
133.32424,2484809,"secret language of tarot",2008-04-09,67
133.93,1714559,"Revelations for a new millennium saintly and celestial prophecies of joy and renewal",2008-04-11,7
132,585875,"Outline of abnormal psychology",2008-04-11,6
133.58395,2490177,"Never throw rice at a Pisces the brides astrology guide to planning your wedding choosing your honeymoon and loving every second of it no matter what your sign",2008-04-11,54
135.47,2490187,"Total Kabbalah bring balance and happiness into your life",2008-04-12,79
133,60991,Supernature,2008-04-13,5
131,2489039,"chakra bible the definitive guide to working with chakras",2008-04-13,306
138,2489141,"wisdom of your face change your life with Chinese face reading",2008-04-15,262
133,17306,"Witchcraft magic and alchemy",2008-04-16,3
137,709420,"meaning of persons",2008-04-16,10
133.58158,2483187,"Friends on a rotten day the astrology of friendships",2008-04-16,78
131,11645,"primer of joy principles of occult power and healing in action",2008-04-16,3
136.74,704641,"Children and civic awareness a study in political education",2008-04-24,1
133.3,2489116,"Messages from spirit the extraordinary power of oracles omens and signs",2008-04-25,140
136.796,7611,"Growing up African",2008-04-26,1
133.3354,2485817,"Chinese birthday book how to use the secrets of ki ology to find love happiness and success",2008-05-05,64
133.9092,2494767,"Life among the dead",2008-05-06,72
132.1,13685,"Genetic theory and abnormal behavior",2008-05-14,1
133.32424,2496846,"only tarot book youll ever need interpret the cards that hold your future",2008-05-16,162
133.9013,2496708,"On life after death",2008-05-20,244
133.303,2502795,"Fortune telling",2008-05-23,73
133.32424,2454349,"Tarot for teens",2008-05-27,66
133.91,2498423,"Ghosts among us uncovering the truth about the other side",2008-05-27,218
133.335,2504004,Numerology,2008-05-27,101
133.5,2454344,"Llewellyns complete book of astrology the easy way to learn astrology",2008-05-28,354
133.44,2271386,"Element encyclopedia of 5000 spells",2008-05-28,12
136.78,279383,"lost generation a portrait of American youth today",2008-05-28,2
133.10973,2454334,"City ghosts true tales of hauntings in Americas cities",2008-05-28,146
136.78,37378,"new morality a profile of American youth in the 70s",2008-05-28,1
133.1,2454338,"Ghost hunting true stories of unexplained phenomena from the Atlantic Paranormal Society",2008-05-28,92
133.6,2454343,Palmistry,2008-05-28,81
133.14,2496873,"Ghosts of Portland Oregon",2008-05-29,76
133.5,2454335,"Cosmic karma understanding your contract with the universe",2008-05-29,70
133.43094,2494716,"Scottish witchcraft magick the craft of the Picts",2008-05-30,58
133.32424,2454348,"Simple fortunetelling with tarot cards Corrine Kenners complete guide",2008-05-30,118
133.3095,2499483,"hidden oracle of India the mystery of Indias Naadi palm readers",2008-06-03,27
135,36534,"Some must watch while some must sleep",2008-06-04,11
133.3092,2499162,"lost book of Nostradamus",2008-06-07,356
133.9013,2501434,"Into the light real life stories about angelic visits visions of the afterlife and other pre death experiences",2008-06-07,86
133.2548,2505647,"Gem water how to prepare and use more than 130 crystal waters for therapeutic treatments",2008-06-08,74
131.3462,858500,"standard edition of the complete psychological works of Sigmund Freud",2008-06-08,4
133.9013,2501464,"Illuminating the afterlife your souls journey through the worlds beyond",2008-06-09,166
133.50922,2501461,"2012 crossing the bridge to the future",2008-06-10,124
137.8,317865,"Tomkins Horn picture arrangement test",2008-06-11,6
133.95,2506762,"Sverkhvozmozhnosti cheloveka",2008-06-13,39
133.3337,2494645,"Ting feng guan shui",2008-06-14,105
133.10942,2496697,"Walking haunted London 25 original walks exploring Londons ghostly past",2008-06-17,33
133.9013,494200,"Many lives many masters the true story of a prominent psychiatrist his young patient and the past life therapy that changed both their lives",2008-06-20,620
133.5,390884,"Prasna marga",2008-06-24,1
133.5,2504389,"Practical astrology",2008-06-24,147
133.90135,2505679,"Past lives present miracles",2008-06-26,121
133.8,2499388,"mentalists handbook an explorers guide to astral spirit and psychic worlds",2008-06-28,114
132.1,186376,"Pioneers in mental health",2008-06-28,1
131.33,48036,"Concerning death a practical guide for the living",2008-07-09,4
136.71,274048,"childs treasury of things to do",2008-07-10,1
133.9,331610,"road I know",2008-07-13,2
133.43094,2507405,"triumph of the moon a history of modern pagan witchcraft",2008-07-15,28
133.25514,2508483,"Sea magic connecting with the oceans energy",2008-07-18,95
131,2512375,"Secrets of success the science and spirit of real prosperity",2008-07-22,140
133.91,2508661,"Do dead people watch you shower and other questions youve been all but dying to ask a medium",2008-07-22,97
133.3337,2499900,"Shiawase ni naru fusui no madori to interia",2008-07-24,66
133.7,256194,"case for the sea serpent",2008-07-24,6
131,2499897,"Mirai no tsukurikata",2008-07-27,61
133.8,2514162,"Practical intuition how to harness the power of your instinct and make it work for you",2008-07-31,134
133.09412,2514569,"Findhorn garden story",2008-08-03,131
133.808,90836,"Edgar Cayce readings",2008-08-06,30
135.4,1874309,"Necronomicon spellbook",2008-08-12,11
131.32,22878,"Primal man the new consciousness",2008-08-12,11
133.9,225470,"Long distance calling a record of other world communications through automatic writing",2008-08-13,5
136.796,13578,"African child an account of the International Conference on African Children Geneva",2008-08-15,2
133.58973,92947,"Kennedy curse",2008-08-20,8
133.90135,2522804,"Regression through the mirrors of time",2008-08-23,219
132,66090,"child who never grew",2008-08-23,6
133.3337,2513898,"Yang zhai feng shui kuai yi tong",2008-08-23,151
133.9,2521655,"Between the gates lucid dreaming astral projection and the body of light in Western esotericism",2008-08-24,158
133.44,2521652,"Spell castings practical magick for daily life",2008-08-27,64
133.10979,2521267,"Ghost hunters guide to Seattle and Puget Sound",2008-08-31,351
133.1,2513185,Ghosts,2008-09-02,62
133.5,2521266,"Astrology for dummies",2008-09-03,72
133.43,2519207,"Hedge witch spells crafts rituals for natural magick",2008-09-08,131
133.10973,2516610,"Picture yourself ghost hunting step by step instruction for exploring haunts and finding spirits spooks and specters",2008-09-12,115
131,2529082,"Soul wisdom practical soul treasures to transform your life",2008-09-17,136
136.732,178744,"Children and the death of a President multi disciplinary studies",2008-09-17,1
133.89,2524609,"Shapeshifting with our animal companions connecting with the spiritual awareness of all life",2008-09-19,41
131,2526149,"law of attraction plain and simple create the extraordinary life that you deserve",2008-09-21,175
133.6,2526192,"Destiny at your fingertips discover the inner purpose of your life and what it takes to live it",2008-09-22,68
133.93,2524592,"Money and the law of attraction learning to attract wealth health and happiness",2008-09-23,361
132,35125,"death of psychiatry",2008-09-23,3
133.8,2526190,"Extraordinary psychic proven techniques to master your natural psychic abilities",2008-09-26,106
133,2137080,"Mysteries Rita Rogers first hand accounts of the amazing world of the unexplained",2008-09-26,4
136.7,232048,"five sisters a study of child psychology",2008-09-26,6
131,2529909,"answer is simple love yourself live your spirit",2008-09-26,142
132,474815,"Dorchester boy portrait of a psychiatrist as a very young man",2008-10-02,1
136.7,232067,"Collected studies on the Dionne quintuplets",2008-10-03,3
133.4303,2519208,"Everyday witch A to Z an amusing inspiring informative guide to the wonderful world of witchcraft",2008-10-06,58
133.5,192125,"How to cast a natal chart",2008-10-06,1
133.9,164567,"job of living",2008-10-10,9
133.8,263675,"Extrasensory perception",2008-10-16,12
136.711,15864,"successful teen age girl",2008-10-17,1
131,2533189,"Awakening the energy body from shamanism to bioenergetics",2008-10-18,158
133.4309,2517778,"enemy within 2000 years of witch hunting in the Western world",2008-10-18,96
132,135088,"final face of Eve",2008-10-20,2
133.43,2528549,Witches,2008-10-20,23
131,2533125,"Soul visioning clear the past create your future",2008-10-21,117
135.4,2533128,"Kybalion a study of the hermetic philosophy of ancient Egypt and Greece",2008-10-23,88
133.50899,2533139,"2013 the end of days or a new beginning envisioning the world after the events of 2012",2008-10-23,71
133.5,382895,"book of practical astrology",2008-11-03,2
137.8,214336,"Projective psychology clinical approaches to the total personality",2008-11-06,6
133.3337,2532701,"introduction to feng shui",2008-11-07,230
133.32424,2536849,"Tarot masterclass",2008-11-07,112
133.9,745202,"Does man survive The great problem of the life hereafter and the evidnce for its solution",2008-11-12,1
130.92,2538989,"Walking through walls a memoir",2008-11-12,88
135.4,1921646,"tower of alchemy an advanced guide to the great work",2008-11-13,21
133.10973,2540382,"Ghost in the mirror real cases of spirit encounters",2008-11-23,95
133.258,2542644,"complete illustrated encyclopedia of magical plants",2008-11-25,96
133.14,2546724,"Portlands rose city ghosts I",2008-11-28,20
133.808,188362,"Psychic development",2008-12-01,3
133.4303,2542663,"Magic words a dictionary",2008-12-01,40
133.5,2547115,"Astrology for enlightenment",2008-12-08,51
133.3337,2539902,"Discover feng shui",2008-12-12,366
133.5,2042529,"AstrologÃ‚Â¡a dinÃ‚Â mica utilice los ciclos planetarios para tomar las mejores decisiones profesionales y personales",2008-12-12,1
135.3,2049460,"10000 dreams interpreted an illustrated guide to unlocking the secrets of your dreamlife",2008-12-19,15
133.33,2549720,"art of baby nameology explore the deeper meaning of names for your baby",2008-12-26,96
133.91,1891712,"Hablando con el ciele talking to heaven",2008-12-31,9
136.711,714759,"Profile of youth",2009-01-05,1
133.9,100497,"spirits of 76 a psychic inquiry into the American Revolution",2009-01-06,1
133.32424,2547674,"Rachel Pollacks tarot wisdom spiritual teachings and deeper meanings",2009-01-10,216
131,286381,"God helps those Psychology and the development of character",2009-01-10,1
133.8,2536852,"ESP enigma the scientific case for psychic phenomena",2009-01-12,114
135.45,2533130,"hermetica the lost wisdom of the pharaohs",2009-01-14,72
133.12975,2553891,"Whos haunting the White House the presidents mansion and the ghosts who live there",2009-01-14,115
133.9,477626,"purpose of life or The phenomena and philosophy of modern spiritualism reviewed and explained",2009-01-14,3
131.32,723149,"ethics of psychoanalysis the theory and method of autonomous psychotherapy",2009-01-15,6
132,28778,"R D Laing anti psychiatry",2009-01-15,7
133.9013,2549776,"All pets go to heaven the spiritual lives of the animals we love",2009-01-18,85
133.9013,2557318,"All pets go to heaven the spiritual lives of the animals we love",2009-01-18,103
133.333,2549530,"Making room for Mr Right how to change your space and attract the love you want",2009-01-20,76
136.72,5426,"childs conception of movement and speed",2009-01-20,1
133.9,182078,"stars are still there",2009-01-25,3
134,1848095,"Rick Bass",2009-01-27,5
133.5,728109,"annual diagram as an aid in life a preview based on the graphic 45p0s ephemerides",2009-01-28,1
130,2555255,"Walking the twilight path a Gothic book of the dead",2009-01-29,55
133.9013,2556914,"Secrets of the light lessons from heaven",2009-02-01,131
131,2556912,"5 rules of thought how to use the power of your mind to get what you want",2009-02-02,54
133.44,2559016,"Magic when you need it 150 spells you cant live without",2009-02-03,116
133.25538,2559012,"Jewelry gems for self discovery choosing gemstones that delight the eye strengthen the soul",2009-02-04,106
133.32424,2558986,"back in time tarot book picture the past experience the cards understand the present",2009-02-04,59
130.9,2558988,"Politics and the occult the left the right and the radically unseen",2009-02-05,64
133.30951,2559013,"Lillian Toos eight characters Chinese personal forecasting",2009-02-07,42
133.9013,2558982,"Saved by the light the true story of a man who died twice and the profound revelations he received",2009-02-09,61
130,67266,"Collected papers Authorized translation under the supervision of Joan Riviere",2009-02-09,7
133,486084,"Extrasensory deception ESP psychics Shirley MacLaine ghosts UFOs",2009-02-11,5
136.78,69212,"Youth change and challenge",2009-02-11,7
133.53,269591,"Eclipses 1865 2000 A D",2009-02-12,1
133.3242,2558588,"libro de los deseos un orÃ‚Â culo para comprender a dÃ‚Â¢nde voy como ser humano",2009-02-13,40
133.52,2559066,"complete book of spiritual astrology",2009-02-14,133
133.33,2558606,"QuÃ¢Â€Âš hay detrÃ‚Â s de tu nombre descubre el secreto de tu destino",2009-02-17,36
136.71,184018,"All children want to learn a guide for parents",2009-02-17,1
133.4303,2560097,"encyclopedia of witches witchcraft and wicca",2009-02-17,130
130,2559024,"Transcending the speed of light consciousness quantum physics and the fifth dimension",2009-02-18,76
133.9,182083,"Across the line",2009-02-20,1
132,176101,"Psychiatry and religious faith",2009-02-21,3
136.72,60317,"Piaget in the classroom",2009-02-21,4
135.3,2559022,"new secret language of dreams the illustrated key to understanding the mysteries of the unconscious",2009-02-22,155
133.9,2562962,"Love beyond life the healing power of after death communications",2009-02-24,74
133.43,2562999,"wicca handbook",2009-02-27,48
133.10943,2542660,"last witch of Langenburg murder in a German village",2009-02-28,78
131,2562652,"Frequency the power of personal vibration",2009-03-03,328
133.43,2562926,"everything Wicca witchcraft book rituals spells and sacred objects for everyday magick",2009-03-04,139
133.8,101075,"ESP a personal memoir",2009-03-04,1
133.3,2558989,"Twelve tribe nations sacred number and the golden age",2009-03-08,51
133,507283,"treatise on cosmic fire",2009-03-08,2
133.4,2566396,"Ghost cats human encounters with feline spirits",2009-03-12,41
133.5,2567094,"sexo y las estrellas armoniza cÃ‚Â¢smicamente tu relaciÃ‚Â¢n de pareja",2009-03-17,31
133.9013,2561398,"All pets go to heaven the spiritual lives of the animals we love",2009-03-18,45
133.01097,2562585,"Unbelievable investigations into ghosts poltergeists telepathy and other unseen phenomena from the Duke Parapsychology Laboratory",2009-03-19,136
133.9,334258,"Lighted passage",2009-03-20,3
136.4,80666,"distorted image changing conceptions of the American character since Turner",2009-03-23,1
133.8092,2569434,"Look for the good and youll find God the spiritual journey of a psychic and healer",2009-03-25,54
136.732,350910,"content of motion pictures",2009-03-26,1
132.1,70407,"inner world of mental illness a series of first person accounts of what it was like",2009-03-28,2
131,714579,"Essays in psychology and psychiatry including a section on sleep and hypnosis",2009-03-30,3
133.8,2575019,"Living the field tapping into the secret force of the universe",2009-04-09,162
133,2571813,"end of materialism how evidence of the paranormal is bringing science and spirit together",2009-04-10,147
136.732,281900,"Children and their leisure time listening to the radio a survey of the literature in the field",2009-04-14,2
133.43097,2559394,"Salem witch trials",2009-04-16,45
133.91,2568892,"Ghosts among us uncovering the truth about the other side",2009-04-18,162
133.43097,2575248,"You wouldnt want to be a Salem witch bizarre accusations youd rather not face",2009-04-22,162
133.93,2576182,"soul truth a guide to inner peace",2009-04-23,53
133.9013,2574967,"Postcards from heaven messages of love from the other side",2009-04-23,44
133.43,2580737,"Witches curse",2009-04-24,291
133.9013,2573326,"luz me salvÃ‚Â¢ las revelaciones de un hombre que muriÃ‚Â¢ dos veces",2009-04-30,11
133.4403,2577658,"encyclopedia of 5000 spells",2009-05-04,106
133.335,2577621,"1111 the time prompt phenomenon the meaning behind mysterious signs sequences and synchronicities",2009-05-05,111
133.91,2580596,"Do dead people walk their dogs questions youd ask a medium if you had the chance",2009-05-09,41
133.90135,2580734,"Your souls plan discovering the real meaning of the life you planned before you were born",2009-05-09,224
136.52,247520,"Attaining maturity",2009-05-12,1
136.71,296678,"rights of infants early psychological needs and their satisfaction",2009-05-14,1
133.3,2562566,"power of premonitions how knowing the future can shape our lives",2009-05-15,119
133.548,2583888,"Lich tu vi Nhut Thanh Ky Suu 2009 viet tu 15 den 90 tuoi",2009-05-17,45
133.1095,1926573,"Ino mononokeroku emaki Edo yokai zuroku",2009-05-20,8
136.711,76262,"I passed as a teenager",2009-05-21,1
133.8092,2583586,"Haunting experiences encounters with the otherworldy",2009-05-21,93
136.72,984338,"growth of logical thinking from childhood to adolescence an essay on the construction of formal operational structures",2009-05-24,8
133.129,2583533,"Haunting museums the strange and uncanny stories behind the most mysterious exhibits",2009-05-24,63
131.33,59753,"Living and dying",2009-05-27,4
133.5275,2042530,"signos del zodÃ‚Â¡aco y el amor Capricornio",2009-05-27,1
133.9,1812554,"Gilgulai he avar halomot ha hoveh",2009-06-01,1
133.4409,2585667,"Grimoires a history of magic books",2009-06-02,144
133.91,2585716,"Unfinished business what the dead can teach us about life",2009-06-03,186
136.76,286375,"Character growth education",2009-06-07,1
130,2576796,"Do you believe in ghosts fortune tellers sÃ¢Â€Âšances mediums and more",2009-06-08,35
131.33,56672,"art of dying",2009-06-11,4
133.44,2586400,"Crafting a magical life manifesting your hearts desire through creative projects",2009-06-11,85
131,2586403,"Grace Gaia and the end of days an alternative way for the advanced soul",2009-06-13,91
133.4,2590553,"Witches and Wiccans",2009-06-16,91
136.71,745386,"Intellectual growth in young children",2009-06-18,1
136.52,65876,"mature mind",2009-06-19,2
133.93,121968,"airmen who would not die",2009-07-01,6
133.30922,2590900,"priest and the medium the amazing true story of psychic medium B Anne Gehman and her husband former Jesuit priest Wayne Knoll Ph D",2009-07-03,82
133.8,306269,"Extra sensory perception after sixty years a critical appraisal of the research in extra sensory perception",2009-07-03,7
132,300228,"Psychiatry in war",2009-07-06,2
132.1,57085,Madhouse,2009-07-09,1
132.1,100156,"great abnormals",2009-07-09,1
133.10973,2596108,"Haunted U S A",2009-07-09,114
133.3092,2595856,"Nostradamus 2012",2009-07-10,949
133.5,388450,"Stars of destiny the ancient science of astrology and how to make use of it to day",2009-07-14,2
133.90135,2590916,"survivor the reincarnation of a World War II fighter pilot",2009-07-14,24
133.32424,2576075,"Origins of the tarot cosmic evolution and the principles of immortality",2009-07-16,100
130,178465,"Heirs to Freud essays in Freudian psychology",2009-07-21,2
133.93,2597365,"great shift co creating a new world for 2012 and beyond",2009-07-27,72
133.3337,2598510,"Feng shui conocimientos antiguos para la vida moderna",2009-07-28,17
133.9013,2602156,"CÃ‚Â¢ gÃ‚Â dÃ¢Â€Â¦ng sau cÃƒÂ¤i chet",2009-07-30,62
133.91,2599448,"happy medium awakening to your natural intuition",2009-08-03,59
133.5,36484,"Tomorrows headlines today",2009-08-06,4
133.8,2602665,"How to read the Akashic Records accessing the archive of the soul and its journey",2009-08-06,217
131,2603052,"Simply chakras",2009-08-07,205
133.59251,2603019,"Chinese astrology bible the definitive guide to using the Chinese Zodiac",2009-08-10,107
133.32424,2604668,"Tarot for writers",2009-08-12,174
135.47,2604630,"Cosmic navigator design your destiny with astrology and Kabbalah",2009-08-13,47
133.59397,2604043,"book of destiny unlocking the secrets of the ancient Maya and the prophecy of 2012",2009-08-13,65
133.4,8825,"natural history of the vampire",2009-08-14,1
132.09,85868,"history of psychiatry an evaluation of psychiatric thought and practice from prehistoric times to the present",2009-08-15,3
130,2577661,"Exposed ouija firewalking and other gibberish",2009-08-18,22
133,80536,"Psi and altered states of consciousness",2009-08-29,3
133.6,396986,"Secrets of the palm",2009-09-11,2
136.78,28479,"Facing life youth and the family in American history",2009-09-12,1
133.3337,2608696,"Phong thuy ve nhÃ¢Â€Â¦ o vÃ¢Â€Â¦ co so buÃ¢Â€Âœn bÃ‚Â n",2009-09-21,39
132,58920,"Psychiatry and ethics",2009-09-23,3
131,182405,"You and psychiatry",2009-09-23,2
133.1,2608220,"Your neighborhood gives me the creeps true tales of an accidental ghost hunter",2009-09-25,76
133.4303,2065872,"witch book the encyclopedia of witchcraft wicca and neo paganism",2009-09-25,13
133.58646,2609218,"Sun signs soul mates an astrological guide to relationships",2009-09-29,80
133.32424,2609220,"Tarot for life reading the cards for everyday guidance and growth",2009-09-29,94
133.9013,2609203,"Learning from the light pre death experiences prophecies and angelic messages of hope",2009-09-30,71
130,2599463,"Occult America the secret history of how mysticism shaped our nation",2009-09-30,183
133.8083,2609187,"Empowering your indigo child a handbook for parents of children of spirit",2009-10-02,58
133.1,2609193,"ghost chronicles a medium and a paranormal scientist investigate 17 true hauntings",2009-10-03,63
133.8092,2604651,"mind for murder the real life files of a psychic investigator",2009-10-03,29
133.89,2609173,"Animal voices animal guides discover your deeper self through communication with animals",2009-10-07,51
133.93,2614170,"Conversations with God Book 1 an uncommon dialogue",2009-10-08,190
133.109,2613606,"history of ghosts the true story of sÃ¢Â€Âšances mediums ghosts and ghostbusters",2009-10-14,109
133,14843,"Occult America",2009-10-15,2
133.9,743194,"Spiritualism and Sir Oliver Lodge",2009-10-16,4
133.93,2612740,"Conversations with God an uncommon dialogue embracing the love of the universe",2009-10-17,141
130,2616481,"Occult America the secret history of how mysticism shaped our nation",2009-10-19,125
133.9,2612741,"Conversations with God an uncommon dialogue living in the world with honesty courage and love",2009-10-19,128
130,2613649,"They bite endless cravings of supernatural predators",2009-10-21,21
133,194300,"future of the human mind",2009-10-22,5
133.10947,2609627,"Moskva mistiki i prividenii",2009-10-23,24
133.8092,1896829,"My life as a seer the lost memoirs",2009-10-23,30
133.8092,2614614,"God the universe and where I fit in a psychics reflections on figuring out the rest of your life",2009-10-27,30
133.90135,2590916,"Soul survivor the reincarnation of a World War II fighter pilot",2009-10-30,107
133.3,2616688,"2012 extinction or utopia doomsday prophecies explored",2009-11-06,60
133.8092,2617984,"Sylvia Browne accepting the psychic torch",2009-11-06,44
133.1,2618798,"ghost hunters survival guide protection techniques for encounters with the paranormal",2009-11-12,48
133.9092,2618817,"Soul shift finding where the dead go",2009-11-14,39
133.43,2614602,"Cunninghams book of shadows the path of an American traditionalist",2009-11-16,137
133.4309,2619015,"Wizards and witches",2009-11-20,79
133.1,2619630,Hauntings,2009-11-20,434
133.142,2619628,Poltergeist,2009-11-20,288
133,387969,"magic presence",2009-11-23,1
133.03,608477,"Harpers encyclopedia of mystical paranormal experience",2009-11-25,28
